sentimen,Tweet
1,nonton ini serasa mereka senyum ke aku WKAKWKKWKWK eh tapi kok jackson ga keliatan cerianya sih ri apa perasaan ku doang
1,Banyak banyaklah bertaubat Kita doakan saudara saudara yg terkena musibah diberikan kekuatan dan bisa melewati per 
1,wha makasih udh ingetin cantik bet kamu tuh
1,Kadang kita lupa bahwa untuk melihat diri kita jalan terbaik adalah melalui mata orang lain 
1,awal dari penderitaan adalah sesuatu yang suatu saat nanti menjadi kebahagiaan yang sangat luar biasa yang kita rasakan
1,cinta tak harus mencari kekurangan dari pasangan tapi yang penting bagaimana kamu salaing melengkapi dalam kekurangan
1,enak tau kontol di masukin ke memek kamu say coba dulu pasti kamu ke tagihan say
1,biar aja aku memang suka ngeramein kamu beb 
1,Sekecil apapun donasi yang Bapak dan Ibu berikan sangat bermanfaat bagi saudara saudara kita yang terkena dampak b 
1,Aku tuh gak sayang kamu
1,Setiap tulisannya mampu membuat kita terhanyut dlm ceritanya ditulis dgn gaya anak muda amp mudah dicerna puitis amp mela 
1,Mimpi bukan hanya milik mereka yang berbakat tapi milik semua orang yang berani untuk bermimpi Dream High 2 
1,Semangat yg sangat menginspirasi 
1,Kita terus dukung dan doakan supaya Palu bisa normal sesuai target 
1,Bangga jadi orang Indonesia itu nggak butuh hal yang ndakik ndakikimpel saja kita murah hati suka menolong ora 
1,Bersyukur dan ikhlas menerima apa yang di berikan Tuhan kepada kita Niscaya hikmahNya tidak akan berhenti mengalir Believe
1,Cobaan bukan untuk kita benci kadang dengan adanya cobaan lah kita mengingat amp mendekatkan Tuhan lagi 
1,Persahabatan tak terjalin dengan orang yg istimewa Kita jadi istimewa karena bersahabatahabatlah yg mengistimewakan kita 
1,Pemerintah berusaha sekuat tenaga membantu korban gempa Palu dan Donggala Yuk kita support dan bantu doa Bukan malah n 
1,Blesstea bukan hny sbg pelepas dahaga sj Namun sungguh banyak manfaatnya bg kesehatan keluarga kita spt penduduk 
1,Kadang kadang orang yang betul betul buat kita tersenyum adalah orang yang sama yang buat kita menangis 
1,Kamu sayang sama aku gak Insyaallah Insyaallah nya beneran atau Insyaallah nya orang Indonesia 
1,Mari berdoa bersama semoga Allah senantiasa memberikan anugerah keselamatan dan kesehatan bagi kita semua Bagi saudara 
1,semoga kamu bahagia nderr
1,Kita semua doanya palu cepat kondusif Amiin
1,Kamu tau kan di Mimin sering banget kasih promoengaja karena Mimin mau kamu yang rajin membaca tweet Mimin jadi 
1,Setiap kamu adalah pemimpin yaitu Pemimpin terhadap diri dan keluarganya pemimpin terhadap masyarakat dan bangsanya 
1,Kenangan kita takkan kulupa ketika kita masih bersama 
1,Tidak ada hubungan yang salah kita dipertemukan karena sebuah alasan Either you re a blessing or a lesson 
1,Aku ingin melihatmu tua aku ingin melihat kita menjadi tua bersama Love Rain
1,Kaya tak selalu diukur dengan banyaknya harta di dunia melainkan saat kita merasa cukup dan bisa bersyukur 
1,Ya Allah berikanlah kepada beliau kekuatan dan rezki yg barokah dimudahkan dalam mencari nafkah dan kesehatan yg 
1,Aah sampai je mamak terus tkleh hidup hahahahaha Lps gaji kita on cari makan
1,Ini baru presidenku 
1,Enjoy Persib 
1,Selamat Hari Batik Nasional Mari jaga warisan budaya bangsa sebagai identitas negara kita Indonesia 
1,Selamat Hari Batik Nasional menunjukan Identitas adalah wujud Kebanggaan kita terhadap Bangsa HariBatikNasional B 
1,Jangan membandingkan kehidupanmu dengan kehidupan orang lain karena setiap dari kita memiliki karunia masing masing 
1,Apapun yg telah kamu lakukan apapun kesalahanmu kamu akan selalu menemukan kata maaf dalam hati seorang Ibu BOTKECE
1,3 cara untuk ingat semula apa yang kita dah hafal 
1,Semoga Allah permudahkan urusan aku amp orang sekeliling aku yang tengah stress tak kisah pasal assignment ke kerja lain ke 
0,lagu bosan apa yang aku save ni huhuhuhuhuhuhuhuhuhuuuuuuuuuuuuuu
0,kita lanjutkan saja diam ini hingga kau dan aku mengerti tidak semua kebersamaan harus melibatkan hati 
0,aku tak faham betul jenis orang malaysia yang tak reti nak sangkut balik hose tu aku geli bodoh nak pegang 
0,cerita dia macam ni mamat ni hari2 aku nampak keluar masuk cimb ceria ja tapi hari ni aku tengok muka dia masam aku p 
0,aku aja capek sama diriku sendiri apalagi kamu maaf ya ' 
0,aku cuba nak amalkan sikap pergi mampus tapi sayang aku gagal sebab aku jenis mudah kesian dan mudah memaafkan 
0,commitmentetakat kehulu hilir together tapi tak put effort nak kahwin baik tinggalkan je bazir masa 
0,kamu jahat dubu lt 
0,aku nak tanya lah apa perasaan korang bila simpan duit dalam tabung kemudian anai2 makan duit tu 
0,kalo gebetan kamu ngga pernah buang ludah di jalan pacarin 
0,jangan dekat dengan aku aku tengah susah nanti aku senang aku panggil 
0,kesian belakang dengan laki lain and girl goes like mesti dia tak bagi attention sampai gf dia buat camtuh men are t 
0,idm hallo ami tolobg bantu ya huhu ini aku masalah album ku yg ga sampe sampe 
0,takde gf pun takpe imaginary gf pun also can lepastu lama lama aku jadi gila sekian
0,10 tahun jadi bestfriend but gaduh sikit sampai 7 bulan tak tegur malam tadi aku koyak sikit pastu post gambar dia tetib 
0,pacar kamu sibuk ya kok tumben komen wassap story aku 
0,kucin datang bawah meja mintak makanan kau bagi lah apa yang ada jangan sepak2 pulak dia tak datang seekor dia datang ber 
0,lepaskanlah dia tidak mau kamuadarlah jangan membatu 
0,aku nak tanya lah apa perasaan korang bila simpan duit dalam tabung kemudian anai2 makan duit tu 
0,tolong sebelum kau nak kacau orang yg aku sayang kau fikir dulu mcm mana perasaan kau bila ada orang kacau buah hati kau
0,biasalah tu perempuan kena berjaga jaga muka malaikat pun kadang2 perangai syaitan jugak aku pernah gak camni lari laju teruk 
0,aku benci soalan bala dgn amelia dh la takde duit nk pinjam pinjam lak cb tul pastu aku lak aku kena kire
0,24 8 18 birthday abang aku dia ajak pergi makan aku tolak sebab kerja balik lambat nak ot 26 8 18 dia ajak per 
0,kamu ga laku laku unn 
0,aku try untuk lupakan benda tu tapi akhirnya benda tu buat aku jadi down ya allah tlg laa hilangkan kekecewaan yg ada 
0,iyaaaa kasian donghae nya aku kelelep 
0,aku juga pernah dah kek gitu 2x gaada hasil percumaa
0,ku kira aku introvert ternyata karna nga punya uang aja jadi males ke mana mana 
0,aku fakap betul kalau nak pergi makan ramai2 nak happy2 tetibe ada yang badmood woiiii nak makan je woiii 
0,kalau awek kamu bising nothing is wrong once awek kamu dah senyap everything is wrong perhaps dia dah ada someone yg 
0,pernah dan abis itu aku ga berani bawa motor selama beberapa hari dan pas mau bawa motor lagi gemeteran gitu
0,gipewei lagi sedih nih aku seokjin rt fllw rep pict seokjin tag klo mau doain aku juga gpp ga juga gpp 
0,yang apa kamu mengabulkan doa ku untuk klosdonecepatnya okey kalo itu mau kamu 
0,makin lama rasa apebende laa aku melalut ni i better stop 
0,dear makhluk hidup disekitarku kalo mau tau tanyain lgsung ke aku aja gausah lewat orang lain lumayan kan gak 
0,member aku ade cite kat aku yang dibreak up dgn gf die time dia cerita suddenly dia menangis weyh 5 tahun bersama kot 
0,hati aku kecewa aku sedih aku aku sorang je tahu orang lain tak tahu 
0,kepada para suami aku nasihatkan jangan forward gambar ni kepada isteri aku baru forward tadi 
0,aku tak faham betul lelaki tak suka perempuan pakai makeup 
0,wasyuu 
0,at least datang balik minta maaf okay lah daripada hilang dari radar tinggal aku tanpa pesan kau ingat senang ke nak stick to 
0,macam mana nak tidur kalau still fikirkan orang yang kita sayang okay ke tak tu tidurnya lena ke dia perlukan aku tak ka 
0,aku betul betul nak mintak bantuan korangemua untuk cari haji loqman bin haji azli ni mugkin korang tak kenal tapi mugkin 
0,her miss kan taman safari jauh yo di pasuruan aku males nganterno andrew kesana kalo taman safarinya tak undang ke ru 
0,14 modal nomad 15 ribuan dan sekotak popcorn modus mesum dilancarkan pertama tama kamu merasa aneh lama lama kamu izinkan maksiat
0,terkadang allah kasih tahu kalau sesuatu itu bukan buat kamu dengan cara yg menyakitkan 
0,back then in school cikgu semua macam eh jangan bercinta sekarang nanti kat uni lagi handsome handsome kamu jumpa now i 
0,masih ingat lagi tak macam mana mula mula kita kenal dulu awal nya aku tertawa dan akhirnya aku menangis 
0,kalau tak bersungguh nak jaga aku boleh je berhenti berpura2 aku boleh jaga diri aku tanpa memaksa kau kau tak perl 
0,iya hubungin aku aja ya butuh dosa berapa banyak lagi wkwk
0,kalau mahal service bagus takpe ini streamyx aku kat rumah pun barai 
0,sejauh aku berjalan sampai dahlia baru perasan tertinggal labcoat kat dinamik sobss
0,sudah waktunya aku mulai menjalani hidupku sendiri mello death note 
0,nampak la org lain semua dp gambar kawen dengan husband aku je dp gambar ambik sendiri 
0,i dont know lah nak kata macam mana sekarangebab aku sorang yang rasa sakit so orang lain dont judge me
0,mu gemes banget adminnya aku ga jadi marah 
0,bisaan aja kamu naruto padahal emang pengen nyium tp mukaku yg disalahin gt lt 
0,keluar airmata jantan aku baca 
0,siapa dapat first impression macam niumpah aku ingat kau dulu sombong gila orang pun cakap kau macam sombong aku p 
0,wah pas nonton berita ada yang dilamar pas wisuda jadi ingin aku tuh tapi yang nak melamar pon siape 
0,aku merasa seperti aku tidak bisa melakukan apapun tanpa elfungmin 
0,dalam instagram facebok twitter cantik depan depan takde la cantik mana bagitahu akuekarangiapa je yang nak upl 
0,bayangkan kalau posisi kamu lg di bwah dan orng lain melihat kita rendah karna materi yang kita punya
0,laa haha sorry2 akualah paham 
0,receeehh ah kamu
0,sekurang kurang nya rm100 kalau budak yang miskin kau nk suruh mcm mana minta sedekah ke lepastu bila tak cukup kau 
0,hati aku kecewa aku sedih aku aku sorang je tahu orang lain tak tahu 
0,mau beli barang di shupe harganya sepuluh ribu tp ongkirnya 25ribu kesel banget deh wheres the justice tho aku jadi kayak be 
0,aku masih butuh selang waktu untuk mengerjakan visualnya biar mampus kalian menunggu sampai 3 kali rasain p
0,kok gitu sama aku
0,kukira aku introvert ternyata juga pedopil 
0,omg kau jgn buat aku g kfc ppagi cmni 
0,ada yg mau serius tapi aku nya masih raguuu gmn donggg yaudah jangan dikasih harapan dianya kasiaan 
0,kalau jadi atasan gausah sombong2 deh menindas karyawan apa kamu langsung jadi milyuner melarang orang ga masuk karena ada 
0,kayak woojin kesringan barengih dasar anak kembar 
0,kalau tak bersungguh nak jaga aku boleh je berhenti berpura2 aku boleh jaga diri aku tanpa memaksa kau kau tak perl 
0,dulu waktu kecil aku bercita cita ingin menjadi seorang pengkhianat 
0,tu lah dulu aku paling malas nk kutip sebab malu kot mintak duit kt orang
0,rama gak usah ganggu aku sama karya ya tolong 
0,jangan begadang jangan minum2an soda jangan kau pilih dia pilihlah aku yang mampu mencintamu lebih dari dia 
0,td mikirnya gtu pngn ngegas jg tp apalah aku ini hanya orng kecil tidak pnya pengaruh jd ngegasnya sia2 kwkwkwk 
0,nak tnggu org reply email mmg lambat ah citenya aku nak settle kan bulan ni jgk 
0,rlt mutualan yu yang gamasalah aku suka rt in ga sama twt receh rt ya dn aku ada tapi follback kalo ngga maapin ak 
0,sedara aku buat hal pergi kenduri kahwin lepas tu ramai sangat orang lepas tu risau tak dapat tempat duduk maka htt 
0,boleh kot kalau nak buat insta story takyah jerit2 bingit sia telinga aku ckp biasa2 pun orang dah dgr 
0,orang selalu kata aku penat when dia sebenarnya tengah rasa sedih 
0,aku beria sekalipun bukannya kau nak appreciate 
0,aku harap dia tak jual fhone 8 dia semata nak beli xs tu 
0,assalam macam mana lelaki boleh ingat jalan jauhelekoh belok2 tanpa rujuk maps even pernah pergiekali je kalau aku 
0,kalen kalen pada jahad ma aku 
0,weyhh tolonglah faham aku sakit kau langsung tak kesah aku baru balik drpd klinik aku gagahkan badan aku untuk 
0,lebih baik aku seperti kopi yang dibiarkan membasi daripada kau sapa tapi sekedar basa basi 
0,aku confuse dgn penjual kt malaysia ni macam asik tunjuk kekayaan je nak jual ke nak show off tunjuk kekayaan then 
0,udah gausah baper dia itu ngetik cuma pake jari jadi kamu bacanya pake mata aja gausah pake hati 
0,hati aku kecewa aku sedih aku aku sorang je tahu orang lain tak tahu 
0,1 may aku postedih karena gak bisa nonton homeshake amp mild high club di jakaa dan cosmo pyke diingapore 
0,sakdurunge koe dadi uler aku wes dadi kupu dadi saranku rasah perlu ngetoke goblokmu nganggo coro mbanggake bab nakalm 
0,dah lah cpk aku
0,sedih bila aku dengan cerita dr patient aku huhu makcik nie masuk ward sebab heart attack baik sngt suka tegur aku senyu 
0,aku nangis nih 
0,aku ditusuk dr belakang sakit 
0,selama ni mmg ketinggian tk pernah jdi penghalang rupa yg selalu menjadi penghalang 
0,sedihnya rasa kadang kadang bila doa yg aku doa termakbul walaupun aku bukan hambanya yg terbaik allah tau apa yg kita pe 
0,i baru 3a hm mengecewakan hang takmau a tu mai kat aku ' 
0,tapi aku tgok lelaki asia pun mostly lpas kawin badan naik dan boroi 
0,wanita yang paling malang di dunia adalah wanita yang tersalah pilih suami isteri adalah cerminan suami cantik suamimu cant 
0,me doin math paper 1 hshshshshshsh bodo asal takama dgn jawapan aku hshshssh 5 minit lagi tembak 
0,gila punya perempuan gaduhikit sampai 7 bulan tak tegur lelaki gaduh hari ni esok dah stable sesama 
0,yng aku blja a yng kuar ujian b yng aku jwb c dan aku dpt gred g ehh taknk la yg dapt btul2 a 
0,makin aku besar makin banyak perkara yang aku pendam dan tak kongsi dengan orango jangan pelik kalau aku dah tak kuat semb 
0,tadi pamitnya tidur tapi aku cek ig di dm kamu kok ada ijo ijonya ya 
0,jangan jadi kompor kamu ya jeffan
0,orangnya ganteng wangi murah senyum asik lemah lembut tapi ngetik aku masih aq bhay mz 
0,minta ais batu je la anjir 
0,iya sabar aku mah tiap ada jeno selalu melesat mengetag amu 
0,omg batuk aku berdarah adakah ini jumaat yang terakhir 
0,kepada perempuan yang tak tau leher tu juga aurat tak kisah lah kau pakai turban ke serban ke lantak kau parents kau t 
0,lah aku tuh susaaah orang dikit dikit kepikiran makanya anaknya gampang pusing dan stress sendiri 
0,hati aku kecewa aku sedih aku aku sorang je tahu orang lain tak tahu 
0,dulu waktu kecil gue mikirnya gapapa sekarang jelek item dekil buluk nanti gedenya cakep sampe sekarang sudah 13928174 
0,tu ah pelik aku sunyi sepi damak haritu 
0,kenapa ya mimpi itu langsung lupa padahal semalem aku mimpi dapetin kamu tapi sekarang lupa caranya recehkantwiter
0,mau nangis banget aku pas ngerujuk pasien pake ambulance ni mas gojeknya bantuin bukain jalan padahal beliau bukan k 
0,aku pun tak faham dengan diri aku 
0,boleh plk dio gi langgar lampu merah kt simpang nk belok kanan aku sempat nepik lagi time kereta merc dari kiri nk 
0,aku malas nak ikut perkembangan latest iphone xs tu hahahahah sebab tak check pun kalau korang boleh tolong bagitahu kat 
0,kenapa aku jenis reply chat orang cepat nak mampus sedangkan orang tu lepas sejam baru dia reply and aku boleh terima de 
0,misalnya ada suatu kondisi dmn aku bnran lg galauin km trus km ngetweet galau seolah2 itu buat aku padahal buat org lain itu babi namanya 
0,udah kyk gini aja msh di bilang males temen temen aku baju sm celana dalam nya aja juga masih di cuciin emak nya 
0,mbaknya takut kamu marahin makanya bilang enggak kalo mau coba tanya sekali lagi tapi pas kondisin 
0,crush kalau nak tegur ye tegur kalau suka cakap suka daripada kau dok tengok je story aku tak pernah missebb 
0,aku menyerah bapa
0,apa yang kau nak sebelum meninggal aku nak sebelum aku mati allah ampunkan semua dosa aku dan matikan aku dalam kead 
0,kamu salah wiwin manusia itu buat teman hidup bukan utk berharap berharap itu sm tuhan alloh 
0,nggak pengen suudzon dulu kupernah gini yg ilang charm gitu kejadiannya sama persis aku pamerin 
0,kenapala aku taktegur kau tadi hm padahal niat aku nak tegur kau nak jadi kawan macam sebelum sebelum nierious aku t 
0,walaupun diri ini dah hancur percayalah aku cuba juga untuk membahagiakan orang sekeliling tanpa putus asa itu sahaja ya 
0,kenapa aku nangis baca komik ni 
0,semua masa lalu biarlah berlalu tapi rasa syg aku ke kamu gak bakal bisa berlalu gitu aja aku syg kamu ' 
0,aku why kena taboks juga a jadi teman papa lum intel 
0,aku mau ngutuk rizkiko boleh ga 
0,bukan coba kamu lawan sakitnya bukan coba kamu tentang sakitnya bukan coba kamu lupain sakitnya tapi coba terbiasa dengan 
0,gimana cara biar aku tau perasaanmu yg sebenarnyaa 
0,jika engkau tdk mentakdirkan dia untuk ku aku sangat berterimakasih engkau sempat mempertemukanku kembali dgn cipt 
0,kadang meskipun kamu yakin telah melupakannya sebuah lagu mampu membawa semua kenangan indah bersamanya kembali ke pikiranmu kmutiara
0,masuk tandas pun bayar okay mana ada free nak main bagi bagi 
0,aku tak faham betul jenis orang malaysia yang tak reti nak sangkut balik hose tu aku geli bodoh nak pegang 
0,sumpah annoying weh tu masalah kau jgn expect aku selesaikan 
0,aku ni malas nak layan orang kang tak layan kang kesian dh layan kang fake hope haiyo apa nak buat ni 
0,aku traumatised tengok fjdjksj kenapa punn dub japanese 
0,untuk kawan kawan aku yang hisap rokok tu aku sayang korang kalau boleh berhenti ye guys mungkin bukan sekarang kena 
0,bangsad ditampar gue
0,malu betul aku ada junior macam asheeq ali ni yihhhhhhh 
0,kadang kamu harus berhenti peduli pada seseorang bukan karena membencinya tapi karena dia tak pernah menyadari pedulimu katabijak
0,bengis nya perempuan tu tengok aku haha xhabis2 dendam nya kali dengan aku ni semenjak asasi lagi 
0,sorry la aku mmg turn off betul kalau perempuan pegi clubbing niebab aku sendiri tak pergi kau bayangkan sempit sem 
0,bodo betul aku terhibur bodo ada member ceni 
0,sakit hati bile dengar kisah orang kalau kene sendiri entoh le memang aku ngamuk 
0,aku hanya ingin melindungi mereka walau harus menjalani penderitaan seperti apapun nagato chapter 373 quoteui
0,orangnya ganteng wangi murah senyum asik lemah lembut tapi ngetik aku masih aq bhay mz 
0,bukankah pantas jika aku merasa berbeda 
0,jika aku memanggilmu jangan tanya kenapa aku memanggilmu itu karena aku rindu tanyalah hatimu rindukah kamu denganku aseq 
0,aku dan kisah miskinku 
0,aku nak tengok sampai bila nak berlakon bodoh tu 
0,amit amit ya allah 
0,mu gemes banget adminnya aku ga jadi marah 
0,11 pernah hehehehe 12 pernah sekali dan aku menyesal 
0,kita kamu aja please gausah ajak ajak aku 
0,dom malang nih kamu 
0,kecewa jugak bila kita ingat dia dah tidur sebab tak reply whatsapp tiba tiba tengok dekat ig boleh pulak reply dm orang 
0,kamu serupa kegagalan mematahkan tapi ingin terus kuperjuangkan 
0,sorry wehebabusahkan kau aku tak suka bila kawan aku cakap macam ni kau kawan aku jadi tolong kau tu dah macam tan 
0,aku kalau dah sakit hati dengan orang muka orang tu pun aku malas tengok 
0,askmf aku mau kasih kado earphone ke gebetanku tpi gagal jd pacar terus kutilisin dengerin apa yg kamu mau denger jang 
0,ngetik kangen aku tuh hapus gamau tag orang nya ldmstro 
0,commitmentetakat kehulu hilir together tapi tak put effort nak kahwin baik tinggalkan je bazir masa 
0,dah kenapatudent poal ni aku login accendiri nak buat entranceurvey tapi keluar profile orang lain yang aku tak kenal
0,dan aku hanyalah penyelam dungu yang mengira ngira lautmu tak berombak harus kusebut apa rasa ini kosong dan rendah gair 
0,ada masa dimana namamu adalah yang paling aku tungguedangkang sekarang datang masa dimana sebisa mungkin aku berharap tak me 
0,kamu tu cari kebenaran atau justru pembenaran you do you i'll do me 
0,member aku ade cite kat aku yang dibreak up dgn gf die time dia cerita suddenly dia menangis weyh 5 tahun bersama kot 
0,ni kalau aku rt org beranak mahu efa tk nk beranak kalau tgk 
0,tipu je aku tak pakai makeup 
0,lagi duit aku dh habis aku lagi lost sia hais 
0,aku percaya kamu sebaliknya yang ga kupercayai adalah diriku sendiri aku ga punya kepercayaan diri untuk mencintai celty
0,aku baru liat trailernya kok gak mudeng otak kiriku ya 
0,kamu aja ga cape ngeboong aku juga ga cape diboongin
0,sorry la aku mmg turn off betul kalau perempuan pegi clubbing niebab aku sendiri tak pergi kau bayangkan sempit sem 
0,jika sudah tercekam tak ada yg harus diucapkan diamlah jangan berfikir aku harus bicara apa ya nanti bisa2 nafsu yg bica 
0,aku gampang bgt nangis liat foto hewan terutama kucing yg luka aja aku nangis
0,aku penatlah nak berpura pura suka pada orang yang menyusahkan aku bila kau susah aku tak kisah pun orang lain nak tolo 
0,aku dah pms tok ada jak nebiak nak ngaco emosi aku koh aku eh siku dah burok lebam entam planking jakjak carik la 
0,hai masih ingat akueseorang yang kau buat terbang tinggi lalu dengan kejamnya kau hempaskan aku begitu saja mengata 
0,denganmu aku bahagia hidupku di penuhi warna namun jika kamu tinggalkan aku mungkin yang terisa hanya derita yang hanya ak 1000katasayang
0,wanita yang paling malang di dunia adalah wanita yang tersalah pilih suami isteri adalah cerminan suami cantik suamimu cant 
0,bener kalo kita merasa dia berubah dari awal ketemu sebenernya dia ga berubah tapi itulah sifat aslinya dia dulu dia baik 
0,koreaelatan jerman kudampingi kau dari nol sampai mapan eh kamu malah pilih yg lain buat ke pelaminan 
0,commitmentetakat kehulu hilir together tapi tak put effort nak kahwin baik tinggalkan je bazir masa 
0,sorry bro saya lah perempuan tu tapi saya kelam kelibut bukan sebab takut awak tapi sebab baru teringat yang plug ir 
0,so aku pergi klinik sebab muntah tengok carta organisasi dia buatkan aku nak tergelak apa ni wei 
0,hati aku kecewa aku sedih aku aku sorang je tahu orang lain tak tahu 
0,owalah wo prabowo kamu ini yg dukung ulama 212 fpi dkk pks dan partainya amien rais lha kok pake analogi godfather o 
0,j kamu jangan macem macem ya aku bakal ngawasin kamu dari sini 
0,aku ga bilang ini bakal negatif ya tapi aku cuma mau jaga2 aja kapok lah disalahkan terus penilaian negatif keti 
0,tak okay langsung sampai nak video call apa bagai gatal apaa kalau aku mmg tak okay aku yg ada kawan lel 
0,gf u ni mmg babi babi babi babi bf gf dah lah tak hensem babi pulak tu pergi mampos jela ingat aku hadap ke kau 
0,haa ini ya mana aku tau yg jual bra mas mas gara dia sekarang kalo chat seller shopee aku ga pernah lagi mangg 
0,percuma baik kalo gak mau sama aku 
0,orang selalu kata aku penat when dia sebenarnya tengah rasa sedih 
0,aku berharap aku gak megang kelas bawah lagi 
0,masalahnya kau bangga kot kena cat called ngan mat salleh ingat ktorg lupa 
0,aku join sekali tambah syiling biar mampos jahanam dua ekor tu
0,aku ngiwo koe nengen aku lungo ojo kangen 
0,hati aku kecewa aku sedih aku aku sorang je tahu orang lain tak tahu 
0,ketika aku cemburu dan marah pada mu jangan bosan untuk menjelaskan kebenarannyaabar dengan sikapku yang kadang melelahka 
0,aku salah ckp ke 
0,aku penat korang nampak aku main tapi dalaman aku perasaan aku jangan nak sesuka hati judge org 
0,tu lah aku letih la jgok nk delete bendo tulo ni dio jd automatic post sediri
0,nasib aku orang johor and stay perak study perlis that's why i'm not single 
0,gemas banget ya allah wkwkwk ini orderan dari tgl 10 belum dikirim ownernya sempet tlp sih barang kosong jadi ra 
0,bahagiaku kamu bahagiamu aku kenapa malah selalu ada celah untuk dia 
0,ni mesti jenis melayan ni dah layan lelaki ni lepas tu layan lelaki lain pulak lepas tu play victim kata tak in r 
0,ka kalo suka bilang jangan di empet empet kalo ngelarang ngelarang jdi aku tau alesannya
0,memang aku ni salah je di mata orang takde satu kebaikan pun yang aku buat yang orang akan hargai terima kasih untuk selama ini 
0,jadi apa kamu percaya kata orang orang itu tanyaku mengapa harus aku percayaemua orang bebas berpendapat 
0,kepada perempuan yang tak tau leher tu juga aurat tak kisah lah kau pakai turban ke serban ke lantak kau parents kau tak t 
0,bagaimana kamu bisa meyakinkan kami bahwa kita sama2 mencintai nkri mencintai presiden nkri yg sah saja kamu tidak mampu 
0,pejantan alfa amp induknya dibunuh leher bayinya diikat karena akan dijadikan hewan peliharaan jangan beli amp pelihara anak 
0,aku dulu lahir di jogja jogja dijuluki kota berhati nyaman pantes aja aku langsung pake hati kalo udah nyaman dikit 
0,sampai sekarang do aku tertanya tanya apa faedahnya kita belajar tiup recorder masa sekolah rendah dulu 
0,iya kak maaf aku salah 
0,aku confuse dgn penjual kt malaysia ni macam asik tunjuk kekayaan je nak jual ke nak show off tunjuk kekayaan then 
0,kalau tak bersungguh nak jaga aku boleh je berhenti berpura2 aku boleh jaga diri aku tanpa memaksa kau kau tak perl 
0,rasanya kebas perasaan marah sedih kecewa ga bisa dirasain lagi entah kemampuan mengolah rasa semakin baik atau 
0,space memori lelaki banyak kosong sebab tak perlu nak ingat benda bodo pakai apa 6 tahun lepas salah apa 3 tahun lepas mak 
0,aku tak faham betul lelaki tak suka perempuan pakai makeup 
0,aku tak faham betul jenis orang malaysia yang tak reti nak sangkut balik hose tu aku geli bodoh nak pegang 
0,perempuan sampah perempuan tu eh yg sampai aku tak 
0,bodo betul aku terhibur bodo ada member ceni 
0,tolong lah setiap hari tu sebelum tidur tanya diri sendiri dan self reflect perangai babi sampah apa ye aku buat harini 
0,bila diam je terus kena label kita ni sombongebenarnya aku tak sombong pun just malu and at the same time aku jaga adab juga 
0,dulu aku selalu dengar orang kata menangis tanpa keluar suara itu lah sakit yg paling mendalam sebenarnya now i feel that 
0,jadi pengen ngmg sepenggal kalimat yg sering jun ucapin di ff itu ayo bertengkar aku gasuka liat kalian rukun 
0,sebenarnya takyah la ciri yang bagus pun biar la dia gelap ke kerja cukup makan ke bila dah sayang dia la paling 
0,takkan aku nak curi feedback orang semata2 nak attract cust tu bukan cara aku bisnes ada jatuh bangun ni mental kena kuat
0,aku lagi berhalangan 
0,aku semalam hundred percent takde moodampai kan shuben peluk aku then sayang kenapa ni marah marah abang kan a 
0,apa guna aku amik lesen kalau tak bagi aku driveupportla anak ni sikittttt hem 
0,tydack percaya aku 
0,aku tak boleh kalau orang tengok aku buat kerja automatik jadi bodoh
0,ku kira aku introvert ternyata karna nga punya uang aja jadi males ke mana mana 
0,aku ingatkan gagal tadbir negara dengan elok je dia salahkan bn nak bertanding kepentingan parti sendiri pon salahkan bn 
0,nuduh selingkuh kok habis putus kamu kok kayak aziz gagap lucumu garing
0,sorry bro saya lah perempuan tu tapi saya kelam kelibut bukan sebab takut awak tapi sebab baru teringat yang plug ir 
0,aku oleng nder
0,sayang maaf aku egois aku pengen balikan yuk kita putus 
0,kalau tak bersungguh nak jaga aku boleh je berhenti berpura2 aku boleh jaga diri aku tanpa memaksa kau kau tak perl 
0,tapi dlm hati ngedumel dan kesel liat calon2 tentara ini yg gak ngerti budaya antri pengen juga kubilang mas nya 
0,kenapa nasib aku selalu malang 
0,argh semua sembang penat dah ajak semua busy koyak aku
0,kekadang rasa nak sakit je terlantar dekat hospitalebab aku nak tengok siapa yang peduli datang tengok aku selain family 
0,gipewei lagi sedih nih aku seokjin rt fllw rep pict seokjin tag klo mau doain aku juga gpp ga juga gpp 
0,mu maaf kalau disgusting aku lagi bruntusan banget wajah banyak bopeng dan banyak noda hitam bagusnya pakai a 
0,marahin aku tu koooo kompor
0,j kamu jangan macem macem ya aku bakal ngawasin kamu dari sini 
0,aku tak faham betul lelaki tak suka perempuan pakai makeup 
0,bodo amat ah yang lagi limit sama sensi gue undang buat dateng ditungguin pokoknya dateng belakangan ju 
0,if you guys dapat call dari no ni then dia kata salah masuk topup jangan percaya this one scammer yg try hard cari s 
0,kalau tak bersungguh nak jaga aku boleh je berhenti berpura2 aku boleh jaga diri aku tanpa memaksa kau kau tak perl 
0,kalian anak smk suka kesel gak sih kalo diejek otaknya cetek sama anak sma kan kadang adatuh anak sma yg sok die 
0,sekelas jack ma aja males mati di kantor lah aku 
0,aku kalau dah sakit hati dengan orang muka orang tu pun aku malas tengok 
0,duh serem
0,see sapa yang paling bullshit 
0,aku ambyar 
0,cuma nk cakap la aku tak pernah rasa sebodoh ini time math yew
0,dan aku pantang bila tengok mak pak yang jadi bodo n buat bodo bila anak misbehave kat public 
