Tweet,Sentimen
wkwk suka heran sama diri sendiri gak kelas offline gak kelas online sama suka telat hm,0
wfh remote working bukti bikin karyawan jd lebih produktif asal kpi target yg jelas ya link,1
udah bain kantor eh sampe kantor lupa kl kick off meeting hrs pk dresscode kaos kantor balik lg deh kos untul wfh aja bahagiacmn numpang makan kerja bentar kanturnangis lama jalan haru dgn bodoh ku doa,0
kmrn rabu aku wfh,1
tuju satu tahun kuliah online,1
jadi pas masuk kelas ajar lewat materi pdf daring mungkin pas uji aku ajar sendiri moga aja nilai muas aamiin doa,1
halooo kakk lagi wfh online class gabut beneran mending cobain kakk ngerjain captcha dapet uang gratis lohhh ga rugi coba hehe,1
allah niat malah mau wfh full dikosan malah gajadi yauda teriak kantor untung jumat,1
gak sekali work from home nang,0
struktural minta wfh emang ya lidah,1
rapat aja kick kbm online,0
tahun akhir kurang gantung tokopedia ovo jalin kerja sama marketplace online lain blibli zalora lazada level grassroot ovo klaim sudah punya juta merchant offline lalu,1
tidur jam abis kelas tidur bayang ga mata panda gua bentuk kek gimana padahal kalau ga daring waktu tidur gua bener,0
yha bulan april aja live pas lunch dia bilang kalo gak shoot series dia gaada sibuk karna pandemi kan kuliah online months later malah kek sekarang susah cari waktu istirahat emang nasib gaada tau bahagia 1,1
deket pgb wkwkwk au salon yg biasa ama nida datengin beres kerja kata wkwk pas bgt hari gw emg ambil jatah wfh soal pagi td alergi dingin gw kambuh eh ngajakin yuhuuu ketawa ketawa,1
hoax apa adek kelas gw makin alay malah makin bandel mana ga sopan nge vc guru ga ngumpulin tugas nya lama daring trs pas konsultasi ga masuk trs sw yg jelas nge rokok btw guru nya yg cerita,0
hooo skrg kuliah nya sana online jg udh offline,1
buat nulis sekali kerja wfh sini,1
ga sih kalo cerita sedih jangan malem begini udah tau sayatuh asa gampang sentuh malem begini kudu tidur kan malah nang jamaah via online kita mana besok kuliah pagi hm,0
makin lama daring bikin males kuliah cuy,0
beres kuliah matkul pertama siap kilat utk ikut pcr swab rhi jam jam kuliah matkul lanjut doa bahagia akhir ttp online di gojek tusuk idung aku mahasiswa yg taat lebih krn temu pertama smt ini,1
hahahaha gilaa aku hari dah tepu wfh,0
tahun pertama kerja ngajar kelas usia remaja tahun dua udah ga ngajar kelas tp musti briefing beberapa cara online bapak usia -an sabar uji everyday,0
intranet kantor gw paraaaah lg vcon suka logoff sendiri pagi gw udah sarap wfh profesional ya dr bos sempak,0
awal kuliah online - neng gausah bolak balik panas ujan ujanan kampus uji bisa browsing sekian lama kuliah online - kangen nongrong bareng kampus ama temen kangen uji nyontek temen belah nang,0
bacot asuuu lu muk caper sama temen kelas kan biar lu dikasihanii trus temen mikir kalo gua sifat buruk tai asuuu luu untung online nih kuliah kalo ngga dah gua tabok muka lu,0
pandemi sangat dampak para kerja tak sedikit kerja rumah akibat rugi usaha sebab pandemi ini,0
saying sumthin dumb pake capslock semua mana bawa nama fandom malu nya kaya ga sengaja on mic pas kelas online,1
hee ngga telat kelas online kan wkwk,1
ga ngebayangin kalo aku bagi daring pas kelas tugas ulang tiap hari ketemu temen,0
waktu ajar kuliah online ken nang gak sihh emang udah nang nang cemberut,0
gw pingin keluh kesah tpi bingung sama siapa akhir gw misuh twitt aja plisssss gw capek sekolah anjim lebih takut sih sebenernya gw lama ajar online ini materi banyak banget kurang paham nang mana udah kelas bentar uji help,0
alat ruang kerja buat wfh lebih nyaman produktif a thread tweet tidak sponsor pihak mana,1
assalamualaikum semua maaf tumpang lalu ada buat kelas aji online siapa nak join tekan link ni daftar bahagia kod voucher daftar percuma tpa wasap nak ngaji online,1
enak gaknya sih full wfh,1
kalau daring suka bingung bisa interaksi bebas kayak kelas,0
hari semalem kampus ga masalah drpda kuliah online offline aja ga paham online babi,0
wfh dipakek buat cerita humu,1
sekarang kelas online bantu banget,1
assalamualaikum bapak bapak selaku menteri mau tanya pak lanjut kuliah semester bagaiman apa online banyak kendala pak,0
well siap aja bakal banyak lowong kerja remote wfh lama tahun akhir wkwk w sih mikirnya gitu gatau bakal gimana and yes bom optimal semua,0
butuh kerja aku butuh partner kerja nih online aja kok kerja gabutuh modal sambil rebah bukan mlm guys yang minat dm aku doa,1
layan tokoh online pusat data umkm jadi prioritas dkum,1
pas kuliah online mahasiswi ijin ngangkat jemur krn mau hujan,1
kasi bgt angkat gua udh sekolah daring kelas nnt lulus lewat saring bom duit ditilep uang akt ditilep ke kali ketawa -1,0
semenjak positif covid wfh waktu kerja jadi makin panjang,1
hari pertama kuliah daring ngantuk,0
kuliah online hari bukan -sks jadi sks iya apa iya iya,0
tiap hari libur soal wfh bahagia,1
online kuliah pagi organisasi dlm kampus lulus tepat waktu hima anak rumah semester genap soshum tingkat awal,1
ga enak nya kuliah daring kayak gt rif wkkwkw,0
milik sertifikat laik operasi slo terbit lembaga sertifikasi wenang informasi lebih lanjut akses aju juga laku lalu link ikut -niken,1
wfh satu tahun kalo rumah harus balik kantor nanti ya,1
libur hari sabtu tetap kerja operator disdukcapil laku proses verifikasi mohon layan program besuk kiamat online telah cetak serah mohon lalu lurah tempat,1
instruksi mendagri ubah atur work from office wfo work from home wfh jadi sekolah wilayah ppkm mikro juga tetap langsung daring sumber,1
- aplikasi e-objection - e-nofa online tidak akses tanggal februari mulai pukul wib dengan wib demikian sampai masyarakat ingin manfaat layan sebut antisipasi rentang waktu bagaimana,1
day nyampe kantor suka bgt hari kamis krn pake baju bebas nah pagi jam tuh gua uda jalan kantor utk lanjutin tugas yg blm kelar kmren minta ttd supervisor yg kmren wfh ttd kait berita acara seksi eksten krn bapak dari,0
kamu ambil kuliah kelas karyawan aman aja sih kok luar kota daring jadi materi kamu bebas ambil referensi mana masih satu frekuensi tp ntar ribetnya kl dibutuhin administrasi kampus walaupun jarang,1
dokumentasi coba lama wfh datar,0
bisnis sekolah kuliah ngantor kok jadi online shop prodak pin bb dfb wa,1
kos isi kulkas pc lama wfh bawa pulang pc ac lampu k bulan nang,0
tunggu apalagi ayoo buru daftar kuliah universitas pelita bangsa registrasi online,1
memang betul yb kenal orang mantan exco raja negeri selangor pernah wfh beberapa minggu atas faktor tentu,1
kuliah jenuh gara daring ken cari kerja yok doain aku kuliah kerja hati hati hati hati,0
yaha snajan cukup segala kebutuhane nek urip rem alias stay at home tetep bae spaneng tuleng apa sanggup nyukupi kebutuhane wong sekorab krinaa sing wis genah saben wulan full gaji tunjang plus plus mbok selawase stay at home amp wfh neng bae,1
capek bgt gasih wfh jam makin ngaco aja makin gada libur,0
mohon info utk nomer npwp - coba daftar djp online lalu kantor ada alas nomor sebut valid info utk sebut terima kasih,1
akhir ngerasain kuliah online ketawa,1
punya barang simpan tidak mau pakai lagi ayo jadi uang tunai,1
bangun tidur - kelas daring - main game - tidur siang - nungguin gacha - repeat,0
ini layan mandiri online pantau normal apabila bpk ibu kendala mhn kirim capture terang kendala yg alami via dm tks dodi,1
kangen banget huaaa smoga cepet kuliah offline deh aamin abis kalau rumah daring terus gk bisaa akutu kalau iyah daring terus gk seru jugaa kan ayoo cepat baik yaaa kasihan,0
anjritttt kek problem panic attack gua muncul grgr kuliah online gak pernah presentasi depan orang syiddd pen kuliah offline aja kalo ginii caranyaaa nang kembali diri sangat calming presentasi or anything pleaseee nang nang,0
dah apply yb harap dapat utk wfh terima kasih,1
bayang ga baru mau nyuap makan langsung masuk kelas online trus dipanggilin terus sm dosen mood makan tbtb ambyar hm,1
untung adekku sedikit aku kerasin kasih tau dikit ttg bahaya sosial media baru megang hp kelas jg karna harus soal kls online blm aku izinin pake all sosial media cuma whatapps aja yg boleh gak suka dgn lebih,1
rasa ken ngambil part time mumpung wfh ngerintis usaha amp bikin thesis terus daftar mm juli mulai kuliah haahh sungguh rakus bgt aku,1
wfh aja gak tega liat anak nomor kan kalau jam kerja kalau udah nang diem gendong ibuknya gimana entar pas wfo kasihan,0
rasa hilang semua sosmed twitter tapi sadar kuliah online,1
ga cocok emang kerja jadi admin online shop bikin emosi gw aja,0
kalo krs an tetep ngeliburin hari jumat walopun kuliah daring hahaha,1
aku masih kerja tetep apply sana-sini buat ngisi hari jual online hehe,1
serta tak perlu repot antri layan mobile jkn mudah sistem antri online lengkap,1
tweet ketik jempol aku guna ngirim chat kamu hari ga izin apa hari aku wfh sendiri rumah nih,1
kalo udah nikah izinin aku kerja ya kamu ga mau kan sosmed aku jadi online shop ketawa,1
siapa tau online ig nya pc kantor kek gue wkwk,0
selamat pagi sedang aju proses klaim jht online sedang ada tahap isi nama nik no serta tampil ke kantor bpjs update data tidak cara update data via online,1
aku pernah gapyear rumah terus ampe sekarang kuliah online arti hampir tahun minim interaksi sama orang rasa hampir gila plis aku tim offline,0
emang tante wfh tgl,1
kerja pt work from home hmmm ide bagus ketawa,1
yg sekolah kuliah kerja lewat daring tp gak karena koneksi jelek terus komplain krn wifi jelek tapi mau bilang gak perlu komplain krn wifi lol get out from lilies business yg treat lisa better,0
cm kalian semenjak kuliah online yang pernah kirim printer kos rumah ga berapa kg sih kira doa,1
siang sahabat perihal daftar serta bpu cabang daftar rupa kantor cabang dekat domisili sila daftar online lalu alamat website kami informasi -beni,1
lewat online kok bulan lalu aku buat nanti proses akhir tuh pilih jangan aktifin dulu penuh syarat belum kerja ntar udah dapet kartu npwpnya gitu kirim email tapi yaa memang proses kudu sabar online ketawa,1
gue kuliah daring hp buat zoom gmeet laptop buat wa sama ngescroll syopi sampe bude gue ketawa ngeliatnya kalo tanya sama dosen mah paham paham aja,1
kuliah online kek kontol,0
bsk aku cuti sampe selasa gengs mager aja gitu kerja walopun wfh xixixi seengaknya kalo email masuk slow respon gak rasa salah wkwk,0
partner sejati online shop kamu kirim barang ga ush antri tinggal hubung layan pickup di,1
hello sampai ini pandemi covid- akhir giat ajar ajar laku online metode ajar jarak jauh,1
kalo mau izin pas daring gin izin sih anjir klo skolah biasa dulu kan tinggal kasi surat kelas gitu ya,1
asa hampir tahun posting koreksi tugas google classroom gelisah sekarang classroom-nya lola banget cemberut kan kasihan mau kirim hasil tugas jadi galery wa penuh tugas deh,0
tahun wfh jarang keluar jarang kondangan liat liat make up nyata exprd nya tahun ini datar datar padahal yaa banyak bahkan yg di pake,0
sumpah kelas online ni aku faham sikit ja,0
tidak usia lanjut guru dulu maaf malah layan publik media dagang guru didik rasa gimana bangsa mau bawa kalau didik tak cukup ajar via daring guru memang orang biasa bisa cetak orang luar biasa,0
imi dki siap ajang balap motor jakarta race community kelas motocros,1
punggung gue sakit gara-gara kuliah online jadi realitas tidak tampak tidak sadar,0
pertamina aku ajar dari tuban aku ajar mumpung daring aku ajar kelas,0
kamu sedang kelas online mulai kelas minum satu sachet sido muncul vitamin c mg dulu yuk dengan badan yg lebih fresh ajar lebih maksimal loh jd ngga ngelamun lg kalo tanya dosen guru,1
aku ketawa temenku tbtb ngasih foto online class kuliah kelas sama kating gt kan lah katingnya mah allah kaget,1
pagi putus utk mandi dl sblm wfh biasa gue kl dah mandi brrt yg salah jd butuh moodbooster tp hr biasa aja tp mandi trs nyokap heran khawatir wkwk,1
bismillahirrahmanirrahim moga rezeki aku mamah lama kuliah online hpku rusak jadi dipake dua sama mamah terimakasih atas giveawaynya kak moga rezeki tambah lancar segala urus mudah tuhan yme aamiin doa,1
wfh hari aja pinggang dah sakit bgt nang nang,0
telat masuk sekolah mungkin kalau situasi begini telat masuk kelas daring smartphone baru beli lama jatuh kaca retak diputusin pacar nilai to stuck orang pamer nilai mau jadi apa kamu kalo masuk jurus a,0
dua gantung instansi mau wfo wfh,1
dapet kabar besok wfh ajah alhamdulillah baking order brownies besok pagi ngga perlu subuh begini,1
jalan tahun wfh udh kangen wfo tp nyaman rumah wkwkwk,1
teman smp sma ikut kelas online syarat ikut kelas online teman sedia bayar cara ajar sampai pada minimal orang teman lain belum paham konsep telah ajar,1
allah aku udah gak rajin nilai pas pas daring kadang tidur kok masuk kelas,0
aku td gr kelas wkwk akhir nonton live jk daring,1
bisaaaa gw wfh sampe minggu depan,1
ekspresi mahaiswa yg hadap kelas online,1
dar ngelayanin online aja jam layan pake batesin lah gimana kalo buruh jam kerja nya kena shift mana kalo ngasih jawab nya lama banget padahal kalo d liat nanya ja sedikit kaya nya sibuk banget,1
tolong datang tekhnisi kesini soal udh hari ngga bisa di rumah pake kerja online mohon bantu segera beres,1
fakultas aka feb mayan banyak yg gudluking sih tp karna kuliah online aku jd lupa muka nya nang,0
bangun mata bengkak cem tonjok untung hari wfh,1
eta mah maneh jiga teu kaluar imah anjis kaosna kantor euy urg wfh soalna,0
jadi inget pas kelas di lapang bulu tangkis y naa wkwk,1
orang mah staycation bal terus wfh pandang pantai aku wfh pandang banjir,1
-fess buat kalian yg ada makul emang mulai aktif kuliah tgl brp sih offline ato online,1
pas kelas tahun lalu udh sekolah online tugas banyak gapernah zoom samsek tambah ortu pas lgi ribut nya,0
tahun tidak shopping wkwk kali mmg butuh sekali sepatu kerja rusak semua beli online kapok suka kecil kaki gundhuuuts ngantuk,1
catat syarat cara daftar kartu pra kerja online -,1
salah satu dosen minta kuliah luring kalau ga tuju orangtuanya yang suruh hubung dosen kalian pilih luring or daring cm,1
ngerasain kuliah kampus cuma semester abis daring entar pas masuk tau udah wisuda bahagia,0
mbo kandani tok ga mbo ajar sis aku dewe kuliah online dadi tambah males pindo kok,0
how to pintar kuliah online,1
jual kubah masjid enamel stainless steel bisa pes lalu online lalu kantor pusat lalu agen jual kota,1
produk hasil kelas poligami online bayar itu rem kan memang,0
aku nyaman weekly rotation wfh wfo murung,1
allah hari kaget banget berangkat sekolah teh beli sayur dulu mang andri terus teh beli lilin pas udh rumah jadi teh wfh ga jadi seko ngajar aja sampe duhur pas mau solat duhur lapar pas dapur kaget motor ga,0
nyata drama kelas online tuh pelik guys struggle buat kenal sifat n sikap orang beda bgt sm kelas offline sampe pusing hamba kalo offline kan gue ngamatin sec lgsg lah online salah tanda baca aja bikin salah persepsi btw kesel ga yaa gue omelin ketawa ketawa,0
cape offline tau nder aku si nikmat daring ini kuliah smbil cari duid sambil rebah nilai ku jg good good daring,1
cm yg tau layan psikolog online gratis khusus buat mahasiswa ngerasa capek bgt kuliah online gin butuh tmpt bagi hehe,0
ajar daring bodoh serta didik mayoritas jawab serta didik baik pak bu terima kasih uji laksana nilai serta didik sangat rendah kapan serta didik paksa ajar daring,0
corona biar selese dulu mbak ingin kuliah online wkwk,1
tanya pada masa pandemi kunjung presiden sekolah online kuliah online kerja online rapat kabinet online kok tetep aja ada jadwal safari presiden tanya,0
wkwkw laki w kira nganggur sama tetangga sini tiap hari kerja nya anter jemput gue kerja wara wiri beli makan dll padahal gatau aja udah hampir tahun wfh bijak kantor pusat gitu ketawa kira miara tuyul kali hahaha,1
astaga kapan call developer kang tahu bulet malah nongkrong depan dong derita wfh susah kalo mau call apaga mau zoommeeting sabar,0
dulu waktu bom nikah kalau berangkat kerja anter sopir dah nikah anter suami pake layan online kalau suami halang,1
sumpah benci banget ih mau nikmat wfh akhir malah suruh berangkat semua menang,1
cm kalian kuliah online pake media apa aja zoom sama gmeet,1
aku mau kuliah online kaaa jd tahan nangisnyaaa nang nang nang nang nang huwa,0
aplikasi layan panjang sim online bakal luncur april,1
gak rasa mau tahun wfh kalau ingat lagi tahun akhir baru ngalamin flu x ngalamin masuk angin bulan sekali haha,0
cuman mau ngasih tau cso bank sekarang wfh jadi kalo ngurus apa apa susah serius dah,0
masuk kuliah daring maksud bu,1
entah kapan ketika wfh laku target kerja tetap capai sama baik hak kerja beri sesuai sepakat tidak lambat,1
sedikit pusying ni tiap kali temu resume mungkin dosen mulai tau skema anak kalo kuliah daring gimana,0
to from min comel message hi qis cantik comel min sayangg qis banyak ii takecare tauu qis ajar elok ii kelas online jangan ponteng min puk kang nang dah jangan tau scroll twitter je min maghoh ni hehe,0
semangatt kelas online nya aul lt,1
hahahaha gak gitu wfh ni bikin waktu makin linier ga rasa jug jumat jug minggu dst apa giat itu wae nya sama asa kalo ngelamun bentar weh tiba abis jam gitu doang kaget,0
paling horror bagi pas kelas online adalah ga sengaja ga sadar pencet on cam auto panik,0
hang out campus online series - experiencing our campus life hai sobat bsi acara selenggara rabu februari - wib live ig so jangan tinggal sobat bsi kuliah bsi aja,1
udah nyaman kuliah online,1
bikin sim sekarang online tak perlu repot kantor polisi kartu kirim rumah,1
yahh bener banget bu semester awal semangat bgt abis ketemu temen baru yg seru terus baik banget amp matkul mas bilang gampang sekarang bener ga semangat samsek nang nang nang nang lingkung wfh ga dukung samsek buat semangat nang nang nang,0
pinjam online ngeri ketika nagih utang random banget gw dapet text tagih utang orang jauh banget circle gw bilang malah kolega kerja dulu banget kan gw mau nyampeinnya ga enak ya,1
jangan lewat ya sobat jumpa,1
aku jg susah buat ngobrol sama org baru cuma daring tida perlu ngatur ekspresi ngetik pesan jdi setidanya temen kelas gtau gmna klo ketemu langsung bahagia,0
assalamuallaikum wr wb saya inayah nurazizah siswi smkn ciamis kelas jurus bisnis daring pasar sini izin penuh tugas mata ajar ppkn kena berita hoax ujar benci,1
cm kalau anda kuliah offline apa mahasiswa milih mau ttp daring offline aku anak rantau amp ekonomi keluarga kurang bagus takut banget ngebebanin ortu kalo tb kuliah offline,1
situs hoki paling cengli kamu dapat extra tp gak mau kerja join ajang gengsi game online hadiah juta rupiah kapan main game dapet duit daftar gratis wa,0
ampun ga bayangin kuliah online susah kek apa dulu kuliah offline aja kadang hah hoh akusiiihh nang,0
ihhh jan gitu donggg wfh ajar rmh nihh cemberut,1
alhamdulillah kelg amp ortu smua sehat msh gaji full amp on time kadang bosen wfh ttp brsyukur msh bs kerja pny kantor yg support full amp kondusif kangen wfo krn tmn yg asik kantor yg kece amp nyaman plus internet ngebut kasihanplus jajan amp kongkow,1
kek baru kmrn mulai wfh,1
dapat akses layan mandiri online nomor hp guna daftar mandiri sms banking finansial apabila ibu lisa laku ganti nomor hp harus datang cabang bank mandiri dekat bawa ktp asli mandiri kartu debit tks ain,1
udah mau taun aja w wfh,1
akhirnyaaaaa jumat tiba huhu ken ngantorr wfh sampe burem mata kerja depan layar mulu,0
pertama kali dpt wfh td hujan badaiii rasa syukur sekaliiii hihihi,1
ppl karna guru biasa aku jarang masuk kelas belum kelas online,1
sama sekali ada etika kepalq sekolah sekalipun memang sdh rumah ilah cara henti yg baik bukan lewat whatsapp akhlak,1
yah krn wfh gabisa ikut pisah sama cici yg baik bgt,0
ga jarang juga tugas malah kerja orang lain kek misal sodara gua nyuruh ngerjain tugas anak kelas smp mana ulang hari lagi bayangin deh bohong apa balik ajar daring kek gin dapet angka tinggi di rapor,0
kalo udh masuk kuliah kaya bakal jarang bgt online twt deh,1
rajin konser paling mahal jt buat konser jajan terus stress wfh mulai collect perintilan kpop harga tiket konser kurun waktu bulan lega,0
terkadang bosen wfh gamau kantor ketawa,0
wfh hahaha bulan tak sure,1
mangat kelas online nya yumii cium,1
kayak nyeselnya lanjut gitu tahun lalu awal covid wfh sering bgt cari pc jeha disellkor beberapa nyampe damage semua gara wh yg packing mau kesel akhir gue jual in yang mau henti nyari pc jeha padahal pc jeha tayo dapat k an,0
besok udah mulai kuliah grup kelas bom bikin ketawa udah gel sm kuliah online,0
kelas online bahasa indonesia semangat,1
wfh u,1
ken kuliah lagi tp gamau daring nang,0
ngerti dewe taun wing aku wes rencana uns soale ngerti bakal kuliah online trus ak iso nyambi kerjo gae mbayar smt ngarep e e ndelala ga lolos saiki rencana mek gae dino depan wkwkwk jare nadin kudu sogeh cek dadi wong apik,1
sumpah kesel bgt kaum wfo ga kenal wfh h,1
sosial gaul internet sekarang manusia bukan gaul manusia lagi dengan internet semua dengan online akan ubah nanti daeng udjo angklung jadi media ajar cipta kebahagian,1
guys sekolah kuliah daring emang berat ya,0
jam istirahat wfh yg selalu dipake buat tidur siang skrg dipake buat beberes kamar mulu bahkan lebih serius beberes kamar drpd kerja aku cocok pensiun ragu,1
skb tiga menteri liberal generasi di tengah kisruh ajar daring lama pandemi perintah justru keluar bijak tidak kait selesai masalah alih sig,0
wkwk lg wfh ak kebanjiran,0
sistem kuliah semester ini minggu luring minggu daring datar -kaprodi-,0
min banget nih daerah cileungsi bogor masalah apa ya udah hari mati lampu terus kemaren lusa malah sampe x pagi sore sekarang pagi malah mati lampu lagi banyak wfh jadi hambat min ulang awal project pis,0
goda krena vitamin ada niacinamide spf abis smnjak yg kata wfh tp ttep aja ngantor tiap hari tp stgh hari jd super belang tnganku krena pulang jam teng datar maklum msih motor blm beli mobil sport,0
mudah ajar daring e-learning,1
hai kartu debit bca mastercard guna transaksi seluruh e-commerce toko online layan online terima bayar kartu mastercard,1
lasik tahun fokus nabung ga jalan makasih ke pandemi karna wfh terus gak bm beli baju tas baru bulan,1
wkwk bismillah inget deh yaa aduh gabisa ngebayangin gak bakal fokus nang nang kalo kelas online ku screenshoot terus wkwk nang pusing bgt kalo diliatin sm tatap mata tuh nang,0
ngurus skripsi sampe badan abis kg wkwkwk padahal gua kuliah online tetep aja pikir berat sebenernya mah yg bikin sakit makan tidur ga atur untung gua drop parah sampe rawat rs pas kelar wisuda nang jadi skripsi tetep kelar,0
jawab kenapa batuk ga usai usai lama wfh musim hujan,0
jangan lupa besok wfh jadwal bank masukin harta cash dr suami timbang gotong tuyul tak dekeke bank,0
tahun wfh ni memang perlu treat rasa stress macam rumah kerja in environment diam,0
hikmah ugak kerja kuliah untung kuliah daring yaa ketawa,1
guys kalian kalo daring gin terus kalian sakit kalian maksain ajar bilang wali kelas kalian gak hadir dulu gimana,0
ngantuk batas anak main game si gadget ayah bunda jgn sampe tjd sm kita na udzubillaah min dzalik turut duka utk keluarga bocah kelas smp subang tinggal keluarga sebut korban candu game online,0
virtual police dikmas lantas ajar atur lalu lintas siswa lalu daring respaskot,1
pada wfh kak sepi banget -,1
halo bpk ibu mohon maaf atas ketidaknyamanan yg alami ini layan mandiri online pantau normal saran laku clear cache pd aplikasi lalu tunggu - menit kemudian sila coba kembali tks theo,1
daftar layan mandiri online laku lalu mesin atm apabila nomor handphone yg guna sama dgn nomor handphone buka rekening tks rafa,1
duduk doang capek banget kalo bukan kuliah online,0
sumpah seru banget kali yak staycation minggu gitu kan wfh nggk apa deh rame sama temen gitu,1
cm kuliah online udah jalan semester kan kalian semangat kuliah kawan-kawan,1
halo yuk ikut kelas pajak online bahas isi spt tahun wajib pajak orang pribadi karyawan lalu e-filling ikut link daftar,1
intine kabeh ndang vaksin dok kuliah online ra guno bayar larang gur dikei tugas ra diterangke opo sing ajar,0
wfh jumat bener syahdu,1
bilang wfo wfh wkwkw serakah semua minta siap sedia jam rasa ga cuma physically draining emotionally juga,0
klo sisi produktifitas sih wfh kurang ya yg udh keluarga waktu banyak habis buat mantau anak,0
bahasa wfh arti kerja rumah kata kita rumah mbak mbak csonya urus keluh candaaaaa wkwk,1
kelas anak cuma gitu tugas wajib prakarya anak yg ngumpulin cuma anak gw doang ga habis pikir asli nang nang kelas online full kalau lg ulang itu maksimal isi,0
sorry oot misal kan kalo kola ajar ga masuk kan liat materi yt bahkan bimbel online kalo kuliah si biar lebi ngerti mana kak jawab plisss aku anak gapyear overthingking tkut bgt,0
banyak wfh soal hujan hehe,1
mau belanja online tapi malu sm security resepsionis ob kantor juga sekarang kosan ga yg nerimain paket cemberut,1
hi maret bulan genap satu tahun work from home iya satu tahun,1
ubah dasar sejak wfh hehe ketawa,1
kalau jam warung buka bener bener stand by jam warung udah tutup sorry tunggu besok warung buka zaman ke kantor mungkin lebih kelit batas soal hadir tak hadir lama wfh,1
klise sih tapi oliv semangat ya emang banyak bgt hambat kuliah online tp kamu bisa lewat aku siap dengar kalau mau curhat,1
tadi siang kesini sepi banget gak tau pd wfh,1
hai sobat proteksi saat ini banyak usaha anjur karyawannya kerja rumah work from home bagaimana kantor sobat nih pln insurance the power to protect call center email cs co id,1
jam - malem kalo wfh mah ga nentu nang,1
lama terap wfh kantor kaya wfo keitung sama jari emang hampir semua kerja diremot wfo biasa yang kerja kaya cek tes perangkat,1
harap terus gencar giat kelas pajak online kait e-filing paham laksana wajib paja dapat segera lapor spt tahun pph orang pribadi,1
bismillah anak mbarep minta hape sendiri kelas daring sementara pake hape lama,1
lama wfh isolasi free gomah ketawa ketawa ketawa ketawa ketawa,1
mau tau gimana cara mulai jual online tingkat jual masa pandemi yuk tahu tipsnya kelas bareng faisal ardan praktisi jual online grup telegram teman kumpar tenang aja gratis bintang langsung aja join yaa see you,1
gemes banget denger anak sd antusias ngikutin ajar online wkkw,1
sebel banget sama orang wfh waktu dihubungin ga fastresp,0
kuliah daring kapan sihh tatap muka biasa,0
starter pack kuliah online baju tidur pashmina kebelakangin liptint,1
kasi suamik kira libur mulu gara sekolah online ga tatap muka kira ga kerja padahal ajar jarak jauh ada konsultasi siswa ada home visit ada,1
ikut rincian batas giat masyarakat lama panjang ppkm mikro hingga maret,1
lowong kerja solo februari ameera group - ameera group butuh karyawan tetap amp freelance bulan februari karyawan tetap admin marketing desain online amo terang perempuan biasa sosmed corel selalu ajar,1
bener bgt ka gelisah suka kasi liat ponakan aku yg sd kalo lg ajar online gitu ga ngerti apa blm kalo orang tua kerja siapa yg ngedampingin ajar coba,0
situs judi online baik itupoker - situs judi kartu online besar percaya indonesia bonus cashback bonus referral umur hidup layan customer service jam presentase menang paling tinggi pusat bantu itupoker,0
cm pasang wifi berapa sih sama biaya bulan berapa ya sedih kuliah online sinyal jelek jadi makin ga dong nang,0
min gua mau wfh busettttt wifinya gaberesssss marah,0
hai kakk nyari coworking space nyaman room meeting webinar kelas daring rental office semua di urban office jangan lupa cek instagram yaa terima kasih cheers keep productive lengan otot,1
gegoleran kasur padahal jam kuliah indah daring,1
huaaa thank you so much moga suka inspirasi dari frustasi officemate emak yg wfh ketawa padahal aku gak pasang caption yg gimana-gimana ada yg nemu ketawa,1
pandemi tinggal ber -rb bulan pandemi wfh naik jadi -rb bulan nah bulan gak tau nih soal sekarang tinggal sendiri masih wfh tanggal baru tahu berapa tagih ketawa,1
km kan isoman hari hitung wfh ngapain beda dept ttp aku yg ngerjain,1
admin mau nanya kan sekarang kuliah daring kalau ambil luar tanggal tentu bisa,1
parah tahun pandemi kuliah online jadi aku lebih sering main sosial media bikin aku lebih malas nang nang allah aku pingin balik kayak aku duluu gak ya,0
kuliah daring matkul luting sampe mampus jurus didik pabji,0
kuliah online tai,0
mau ikut kak buat kelas daring anak,1
kemaren diare kek makanya ijin wfh,1
gak usah kuliah jess kuliah daring tarik kerjo sek ae lek wes gak daring baru kuliah o,0
kampus lockdown tugas smackdown mahasiswa down kuliah online tai anijing,0
kelas online enak yaah waktu jadi fleksibel sampe sampe uji jam malem,1
kuliah online,1
okay ah ni aku malas rant dekat private acc sakit hati babi cg sekolah rendah tak ajaq tau keja pastu harap orang kat rumah nak ajaq perghh lemak ah mak pak aku keja aku adik adik sekolah gak ada kelas online cg sekolah rendah-,0
ken ada ga yg bolehin karyawannya kerja kuliah online gitu,0
untung kenal sama yg biasa ngaturin jadwal jd request hari apa wfh ketawa ketawa,1
gratiss kelas online kupas prediksi soal utbk ppu bareng kak gamma senin februari pkl wib fisika bareng kak dyah kamis februari pkl wib kapan ada kelas utbk gratis rutin cinta ikut syarat bawah,0
daily report plan for monday -- bangun pagi wfh upload video cari info ielts jkt mau beli minecraft ori,1
yuhuy stress wfh mending ling dg ikut ga shopee buat seru bisa menang kan rejeki nomplok asik bgt deh,1
kuliah online ra nganggo ngantuk teko wes pules,0
bingung cari tempat prakerin pkl magang siswa i mahasiswa i bantul jogja seluruh indonesia wfh rumah tempat prakerin pkl magang siswa i mahasiswa i wfh rumah jika kamu tarik ini langsung akses website,1
ikut kuliah online biar jahit mulut buka tp sesuai hati,1
bababa kena wfh,1
