Tweet,Sentimen
"@ShopeeID Bismillah ya Allah semoga dapet, biar bisa kuliah online nyaman gak lemot sama gak takut dapet notif memori penyimpanan habis.
.11
#ShopeeJAMBORE #IPHONE11dariShopee",1
"Lagi seneng ikut kelas online. 
1. Basic speaking course
Lumayan bgt, ak yg klo nyampein pendapat depan org pake bhs Indo aj suka grogi, apalgi English. Kelas in jdi
tempat latihan buat ngomong English depan orang orang.

((Walaupun ya, msih aj ngakak klo liat video kelas.))",1
Dosen PolMuh Tegal Latih Guru Pembelajaran Daring Yang Efektif https://t.co/jbUdNrj7lk,1
@eurdnystf kuliah online benar benar menguji mental,0
Berasa anak android cuman bisa diem pengen dgr suara win tapi..mana adek habis di telepon ktnya hpnya rusak 🥺 .. dia butuh hp buat kelas online.. bapk juga hpny rusak ..mana ngajar online.. hujan duit ya Tuhan pikiran kacau banget 😭😭😭,0
Halo rekan indihome cek dm @IndiHome problem nih lg wfh,1
heh tengah online kelas ke tu?? https://t.co/lPJB3PWOPc,1
"@mio_omo Halo Ibu Mio, perihal verifikasi layanan mandiri online pastikan nomor handphone terdaftar pada layanan mandiri SMS banking finansial, jaringan data reguler stabil dan tidak menggunakan jaringan wifi. Kami sarankan jaringan data dari nomor handphone yg terdaftar. Tks ~ Rafa",1
"@lucutanpagaris Wah pegawai salah satu rs prov jg lagi rame nih gara2 terancam gk dpt uang makan. Katanya penyeragaman sama yg WFH, kadal bali 🤭",1
"@AREAJULID Aku setuju. Adikku dari UN kelulusan SD sampe sekarang udah semester 2 kelas 1 SMP gak pernah tatap muka sekolah. Cuma ngerjain tugas online dan itu gak efektif sama sekali. Ditanya pelajaran, planga plongo doang. Kzl",0
@leonelloo_ bapak ama emak gua nggak wfh,0
"Kebiasaan lenggang kangkung masuk basement (kantor suami) bawa kaleng, botol, dll buat minta dibukain.. Ga sengaja masuk ke video call dia dengan klien-kliennya. 😅 Resiko pasangan yg sama-sama wfh.",1
@worksfess Udah gitu nanti kalau makin rame disuruh ikut kelas online.,1
"Pelajar di pelosok Indonesia mesti naik ke puncak bukit untuk mengikuti pembelajaran secara daring. Bila masih tak terjangkau sinyal, panjatlah pohon. Inilah gambaran tak ideal tentang negara yang telah 75 tahun merdeka.

#HanyaLokadata https://t.co/JVbH1tp3Wz",0
"Pengen kuliah di PTN Favourite! Ikuti TRY OUT SMBPTN, 5 Juni'14 diGBK Dptkan Tiketnya diGerai/Daftar ONLINE https://t.co/La58Y43eeZ",1
Gapernah make lipstick lg selama wfh takut kadaluarsa ehhhh huhuhu,1
"@bcpasarbaru Halo min, saya baru ngeliat di ems tracking untuk bayar pajak untuk id EN076644014JP. Apakah saya harus bayar di kantor pos atau online bisa min? Dan apakah setelah bayar akan di kirim ke alamat saya? Atau saya harus pick up dikantor? Terimakasih.",1
"@kamerafajar @DitjenPajakRI Permohonan dapat disampaikan secara langsung atau melalui pos/jasa ekspedisi dgn bukti pengiriman surat
Alamat KPP dapat dilihat di laman https://t.co/DM8gnYqFUc
Jika datang langsung ke KPP, silakan mengambil antrian online melalui web https://t.co/E7fdOViuCn
(3/3)

Tks*Igan",1
"@balifiberID 41100060*** tidak ada layanan internet sejak 9 pagi hari ini. Chat online queque. WA pagi siang balas, dibalas hilang lagi.",0
"@collegemenfess banyak gangguann. kalau aku pergi kuliah offline emang mau belajar. udah sarapan, mandi, dan ada temen-temen yang lain jadi lebih semangat. tapi kalo online begini aku sulit untuk menyesuaikan, kadang bangun tidur langsung kulon tanpa mandi, sarapan dll jadi kurang efektif -",1
"Ketika kuliah offline, buat mensupply uang harian bisa dengan cara jualan tahu baso di kelas kuliah&amp; praktikum everyday, jualan sepatu, benih.. sekarang bingung mau ngapain kalo keadaannya lagi online begini :'",0
"@lucyturquoise [2/2] Bagi mahasiswa yang akan mengikuti layanan tutorial online (tuton), silakan melakukan aktivasi tuton dan mengisi form kesediaan mengikuti tuton sesuai jadwal kalender akademik di https://t.co/kIDw2n9mF6
Terima kasih

CC_Jen",1
"Kr! gue jadi anak baru rajin bgt wkwk. wfh mulai jam 9, tapi gue mulai jam 6 karna gatau mau ngapain dan jam segini udah kelar",1
"@idiomaticooo Wkwkwkwk iyaa seenggakny ad vibes kuliah gtu, klau online gini berasa kek pengagguran",0
"@bakabaek WKWKWK daily mix gue tau gue bukan pendengar chart music bank 😭 tapi 2020 karena wfh biar semangat gue less dengerin alt rnb/rock tapi balik dengerin kpop sih biar semangat, kalau dengerin jannabi gue galau jadi dengerinnya clc apa twice 😂",1
"@ann13nn Aduh itu seblak enak bgt dimakan pas ujan2 gini ann. Km wfh/wfo?
Biskuit mah ganjel sekian menit doang 🤣",1
"@xrxzxru Rabu aja gapapa, aku dapet wfh huehuehue 🙃🤲",1
"Dorang daring, zaam zoom, onlan onlen, kopat kopit, moskar masker.
Mau dibiarkan gini terus?
Anak2 tidak pergi ke sekolah, tapi malah pergi ke Mall.
Piye cung??? Atau saiki bangun ruang kelas ng Mall wae po?
Hahhhh",0
@jekiyaann Doa dosen kepada mahasiswa yang ketiduran saat kuliah daring.. mungkin,1
"Work! Guys minta rekomendasi  tempat tes TOEFL  online, yg dapet sertifikat dan bisa dipake buat lamar kerja dong",1
"Beruntungnya jodoh youngk, ntar kalo wfh ditemenin sambil dinyanyiin langsung. Ga kayak aku, cuma bisa lewat utube ㅠㅠ https://t.co/VpxrrQIs4j",1
"@camaraderiie_ Selamat pagi Ibu Alya, terkait mandiri kartu debit tsb kami sarankan utk dilakukan pemblokiran, mohon informasikan nama lengkap dan no HP yg dpt dihubungi melalui DM/pesan pribadi. Sebagai tambahan informasi, untuk pemblokiran dapat melalui layanan mandiri online versi (cont)",1
@adstyaagkkkk kesel aku wes pkl sek iyo ae ono kelas daring😬,0
jgn lupa rutin face gym &amp; ikuti kelas modeling online sabtu ini https://t.co/IFHTLRuXyV btw baru tau trnyt room clubhouse bisa full https://t.co/tlOY0lhq3k,1
"- Jika masih WFH, coba buat perubahan rutinitas kecil. Misal, kamu biasanya mulai kerja pukul 9.00 di dalam kamar, coba deh ganti suasana dengan kerja di teras atau tempat lainnya.",1
"Hati-hati aja sama Libra. Dia diem aja emang. Tapi, kalo lu makin ngelunjak,  siapsiap aja, kali aja besok2 dirumahkan. Ups. Becanda sayanggg.  YaAllah jahat amat gue, gaboleh jahat ah, Astaghfirullah. Ampuni hamba YaAllah, becanda.",0
"@collegemenfess Eh tapi kalau online ya ribet juga. Dulu selain belajar di kelas, aku belajar statistika sendiri di perpus atau ikut nyusup jurusan lain. Hehe",0
@jawafess Aku lak pingen nge mall nang DP mall semarang golek BH nang uniqlo lak solo ttp solo square ngopi nang starbuck biasa pas Bali kuliah online karo grap tugs numpang wifine 😑😑,0
WFH adalah kerja rodi 4.0,0
"Gw dah gila kelas online hampir 1 tahun, nilai gw turun drastis anjir. Capek.",0
kuliah online gini emosi gampang kesulut -___-,0
"@gopalbukan_ Jujur menjadi seorang pendidik dan juga mahasiswa, saya merasa lebih menyukai pembelajaran offline. Namun karena pandemi masih berlangsung mau tidak mau menuntut kita melakukan  pembelajaran secara online.",1
jd kalo wfh magang tuh ga wajib HMMMMMMMMMMMMM rasa senang dicampur sedi,0
@moonbwear enaknyaaaa wfh ayangieee😍,1
aku terlepas kelas online😭😭,0
"Masih ada waktu sampek besok buat cari kerja di job fair online nih. Ada 500 lebih lowongan yang bisa kita lamar....
https://t.co/IWwgOe0BWD

#GerakanMencariKerja #KerjaLebihDekat @jobsdotid https://t.co/8zPPHd2TSj",1
@kacangpinattttt @fuckphysic justru karna masuk kuliah dari awal langsung daring tuh bikin bosen banget gasii,0
"sch! ada yg punya saran untuk mosi debat dgn tema ""Pembelajaran Daring""? Terima kasih

✄・・・
🤔 Trivia: 21 April adalah hari Kartini",1
"@cloudsfluffs iya aku lagi kelas online cuma aku blom kuliahh, kalo kulon kan kuliah online ya setauku 😭",1
Bikinin roti bakar buat bayik yang wfh 🧚🏻‍♂️🧚🏻‍♂️ https://t.co/BV2lqVe375,1
Kelas daring digabung sama kelas sebelah tidakkk,0
wfh itu hanyalah ✨wacana✨,0
"Weekend atau ga, selama pandemi ini berasa sama aja karena tetap di rumah saja. Bedanya kalo weekend lebih banyak rebahan, kalo ga weekend ada ngajar kelas online dari jam 8 sampe jam 1, terus ngajar privat online dari jam 4-5. https://t.co/cTAcOqBckZ",1
@cchevvingg tetap semangat kuliah online karena kuliah offline adalah sebuah keniscayaan (di Indonesia) 👍,1
"WFH + Hujan = berat sih ini, apalagi sambil tiduran.",0
Pagi-pagi kelas online diucapin selamat pagi ama Bu dosen,1
"Dilema Para Ibu yang Work From Home nih! Enak karena bisa deket sama anak, tapi kok ya capek karena kerjaan numpuk. But, lihat sisi positifnya yuk, mom!

#tipsparenting #parentinganak #tipspolaasuh #dirumahaja #workfromhomelife #kelaspintarindonesia https://t.co/dKrnw12T9i",1
Kuliah online begini mau ikut organisasi pun jadi males ya gasih?,0
"@foryounghoon gue dirolling anjir 😪 minggu 1 dari jam 7 sampe jam 2, minggu 2 dari jam 2 sampe jam 9 terus minggu ke 3 wfh 😫 sebel gue",0
@itsmyyunita Kuliah online,1
"Teruntuk yang jual PC Chen, tungguin aku kerja dulu ya😭 sumpah sekarang mah kalau minta duit ke ortu malu trs akunya masi kuliah. Mana online gada duit jajan😔",1
"Menanti kuliah online kaya menanti jodoh, gatau pasti kapan waktunya. Ekwkwkwk",1
"buku selama kuliah daring, belum ditambah buku yg lain. ada yg beli sama yg dikasi ibuk pas s2 https://t.co/r6O1VawTax",1
Indahnya work from home~,1
kuliah online malah jadi bikin banyak grup wa.,1
"@collegemenfess Kuliah online
Kuliah pagi
Organisasi dalsm kampus
UKM 
Anak kost (kalo kuliah offline) 
Semester genap
Saintek
Tingkat awal",1
"kuliah daring pakai kuota pribadi, yg didapat hanya forum dan ppt, blm lunas bayar SPP nilai ga keluar, sedangkan orang tua ekonomi lagi ga stabil, belom lagi kalo dosen jarang forum cuma kasih tugas sama ppt, kelar semester ehh nilai c+ 🤣",0
apalagi kalo wfh https://t.co/0DZkwX4M1Q,1
"@ezash Pas dulu WfO 500rb.
Selama WfH rata-rata sejuta per bulan, tinggal sendiri, listrik 3500watt. 4AC (nyala 1AC mostly 24jam), microwave, 2 water heater, dispenser, ini yg yg paling nyedot daya listrik.",0
@collegemenfess Kalo ada kelas online ada yg piket tidak yaa?,1
"@nisasasaurus Aku temenan sama dia cuma via online aja, padahal aku tau rumahnya + ga jauh2 amat jarak rumahku ke dia. Aku kenal dia dari temenku krn waktu itu minta di fotoin, cuman karena dia sibuk kuliah aku jadi jarang wasapan terus dia ngilang gt aja tau2 dia sakit.",1
Park Seo Joon seakan bisa dimiliki nggak nih yeoreobun? https://t.co/gqLJ5ZtGU0,1
"Yak, WFH diperpanjang lagi..

Cuma blm tau sampai kapan, diumumin awal maret",1
"Annyeong Chingudeul!👋🏻
Salam Kfood Homemade yang selalu ada PROMO berbeda setiap harinya🤎

Yang lagi #dirumahaja atau lagi #mager keluar kantor,
Kami Kedai Online makanan ala KOREA, 
HOMEMADE HALAL &amp; AMAN.
(FRESH! BUKAN MAKANAN FROZEN) dengan aneka menu pilihan. https://t.co/57F1vILQPB",1
"Laper ih, tapi masih ngantuk. Yaudah tidur lagi aja ah, wfh mah kalau mood aja.",0
Pake mukena sebelum ambil orderan dari mamang ojol jadi kebiasaan baru sejak wfh sebulan terakhir 😂,1
"🎊Workshop Online🎊

⛅RABU-MINGGU INI
🗓17-21 Feb 2021
 
Yuk, kepoin aja Instagram GAKU
https://t.co/bcDfu5oUZo

Untuk Registasi langsung ke Mimin, yakkk
👇👇👇
https://t.co/5ZWsP6hCcV

😊🙏

#ShopeeBunuhUMKM",1
@zelanalastair Iya cuman di ewil doang yang full all out 😂 unforgetable ewil. Hahaha iya ayang aku soalnya sibuk kerja jg jadi kalo join agensi auto di kik kalo misalnya ga online online wkwk. E terserah kamu sayang.. senyamannya kamu aja..,1
Jumlah itu melibatkan 758 kelas di 10 daerah di Kelantan. https://t.co/HYdvccwDh3,1
"@worksfess gue alumnus kuliah kelas karyawan.

Pas semester awal kuliahnya Sabtu-Minggu (Minggunya suka diganti online classes). Sampe akhirnya muncul regulasi baru, kelas Minggu diganti jadi weekdays malem.

Kuliahnya ya kaya biasa, cuma beda di jadwal.",1
"@anggrek_269 Nih wajahku , maaf ya  efek karena WFH 😅😅 https://t.co/3RQIVagXpD",1
"@splashingsvt tiati ya, diamankan dulu semuanya sebisa mungkin. soalnya takut hujannya lanjut seharian😢
lagi wfh kan?",1
ini absen kuliah daring 😔 maap https://t.co/cKkH19cut5,0
"baru sadar badan seharian ini memang lemes banget dikit dikit ketiduran, untung wfh yaolo🥺",1
"@UdakAde Selamat malam Bpk Ade, agar dpt melakukan transaksi online maka Bpk hrs terdaftar layanan VbV, utk aktivasi VbV dpt dilakukan melalui KC Bank Mandiri terdekat dgn membawa KTP, butab dan mandiri kartu debit. Utk kartu dpt digunakan transaksi HK+1 setelah pendaftaran. Tks ~ Theo",1
"gara2 liat interaksi panitia2 offline, gue jd ngerasa takut buat kuliah online wkwk",0
"Ingin ku mute/block rasanya status orang² ex kantor hari ini

Kangen kantor lah
Virtual Farewell lah
1 tahun wfh lah

Mereka gak salah. Cuma gak baik jatohnya di gue, bikin penyakit hati 🙃
Masih males aja liatnya 😒",0
"Hai sobat Mindmood! Ayo list kegiatan produktif apa aja yang udah kalian lakuin semasa WFH ini!🌞
#Mindmood_id
#produktif 
#workfromhome https://t.co/AD2ks2fy38",1
@Tiflashafira fungsi otak kelamaan kuliah online 📉📉,0
"@banjarbase hubungan online, hubungan kah sistem pembelajaran kah, online",1
"@cenulpainul Neng @cenulpainul mentang-mentang hari ini jatahnya wfh dibela-belain begadang buat nonton Drakor doang, ckckck 🤦😌😱😱",1
@cplusnf Selang seling gan. Sehari WFH sehari WFO,0
"@BAERBYRENES jangan lupa sarapan, jangan lupa senyum, semangat/daring/kuliah/kerja, pokoknya semangat buat hari ini, have a nice day - !!❣️

selamat mengawali hari pertama dibulan maret, semoga bulan ini bisa jadi bulan penuhhhh kebahagiaan :p",1
"Kuliah online sambil kerja.

Setidaknya belajar mandiri,meringankan keluarga,yang uda ngurusin bertahun tahun.",1
"@nekonekowks @tjapdjagoengg Situs Judi Online Terbaik
Itupoker - Situs Judi Kartu Online Terbesar dan Terpercaya di Indonesia

* BONUS CASHBACK 0.3%
* BONUS REFERRAL 20% SEUMUR HIDUP
* LAYANAN CUSTOMER SERVICE 24 JAM
* PRESENTASE KEMENANGAN PALING TINGGI

Pusat Bantuan ituPoker
https://t.co/895JlukUyu",0
@huntingFox2 Tapi kayaknya ini salah satuya soalnya ada point kena teguran beberap akali di SP dan dirumahkan anjir.,1
"@purebrade Sdh setahun wfh
Kangen geng makan siang 😵",0
@caleeida halo wfh numpang ngantor di zen ajaaa,1
"Lusa udah masuk kuliah (online) lagi.

Liburan ku capek puol.",1
"besok kuliah masuk jam 7.30 tapi sampe sekarang belum tidur, dan malah konser online. mantap https://t.co/UvRRWWEKGK",1
"Sepupu gue kerja 3 tahun disuatu berita online, gajinya tetep di bawah UMR padahal jam kerjanya juga nyita weekend, lebaran, dsbnya. Emang lulusan D3 dan lagi extend skrng. I mean, tiap orang beda-beda jalan hokinya.",0
SITUS HOKI PALING CENGLI Kamu Ingin pendapatan extra tp gak mau kerja?join ajang bergengsi game online berhadiah JUTAAN RUPIAH!!Kapan lagi main game bisa dapet duit? DAFTAR GRATIS .WA : +6281313492133 https://t.co/6iohgkiPaf,0
ya tuhan ada secercah harapan aku bisa wfh dari bali samper tyo bulan depan &amp; abis lebaran seneng bet aslikkk https://t.co/dc8xPTZXuL,1
"Apa yang anda pelajari 
Kelas Online Tik Tok 

1.  Bina Branding Diri dan Teknik Setting  Bio Profile menarik Follower .

2. Rahsia naikan View Memahami Tiktok Algorithm

https://t.co/6q1cPMkcH3",1
"@collegemenfess aku jurusan dkv angkatan 2020 jadi blm perna kuliah offline. agak sedih si soalnya kalo denger crita angkatan sblmnya tuh mreka suka begadang nugas bareng temen, banyak projek kelompok gituu. ini online kerjain apapa sendiri gaseru anjir :(
-c-",0
"Nah, biar gak penasaran FREE COURSE apa yang akan kami buka, pantengin terus sosial media dan website kami di https://t.co/UdewsA8VRF

Oh iya, jangan lupa sebarin kabar baik ini ya, guys! 

#RWID #RemoteworkerIndonesia #kerjaremote #RemoteWorker #WorkFromHome #Freelancer",1
"Untuk kalangan pesantren sendiri, Pemerintah juga memberikan bantuan operasional pendidikan pesantren, bantuan pembelajaran daring, insentif guru pondok pesantren, dan masih terdapat beberapa program lain

Terima Kasih Jokowi https://t.co/gy4IbiONxo",1
Beragam Kelas Pelatihan Online di Skill Academy untuk Pelaku UMKM https://t.co/Yj94HXJp5v,1
"Daftar kredivo mudah banget, mau kredit hape? Bisa, mau pinjem uang juga bisa😅

yuk download dan daftar kredivo, jgn lupa siapkan KTP + NPWP dan akun belanja online seperti shopee, lazada, dll. pakai kode refferal dari kantor KRDSP015 agar tingkat acc tinggi

Ayus Nissa Sabyan https://t.co/FruwGZt0Pg",1
"waktu wfh dulu, beneran boring abis seharian hapean doang.
trus tbtb aja liat yang mirip sakura di timeline, dan dia akhirnya jadi first pick aku dan aku mulai ikutin cpop.
karna, asli guys C-Girls itu keren banget.
aku nonton qcyn2 (produs korea) trainee2 nya terlihat lebih- https://t.co/bJuonip0yf",0
"@Daeng_Info @sang_lain Kalau warung tutup otomatis tdk dpt penghasilan, kecuali ybs buka toko juga di online.
Nah kalau sekolah...ortu siswanya tetap bayar SPP dan para staff pengajarnya mendapatkan penghasilan. Para guru pembelajaran lewat online, enyiapkan materinya tdk mudah dan butuh note book jg",0
Bantuan pendidikan TV satelit di berikan kepada 15 RW di lingkungan Kelurahan Sukapura khususnya untuk mendukung Pembelajaran Jarak Jauh (PJJ) siswa SD &amp; SMP dlm pandemi Covid-19. Kegiatan hari ini merupakan satu contoh kegiatan pembelajaran daring di kantor RW. 05,1
@soeji__ Sabtu ga wfh lagi?,1
@thegoodcaca Salam berapa orang students kelas online?😂,1
"@wasonearth Iya, udah gue jauhin. Untuk masih online, kalau kuliah offline udah gue jutekin tuh dia",1
semangat yg lagi kelas online ! 🌼,1
@FWBESS kan kuliah daring,1
"@DiaryNakal Situs Judi Online Terbaik
Itupoker - Situs Judi Kartu Online Terbesar dan Terpercaya di Indonesia

* BONUS CASHBACK 0.3%
* BONUS REFERRAL 20% SEUMUR HIDUP
* LAYANAN CUSTOMER SERVICE 24 JAM
* PRESENTASE KEMENANGAN PALING TINGGI

Pusat Bantuan ituPoker
https://t.co/895JlukUyu",0
Sumpah ya kuliah daring semester ini menguras tenaga + pikiran banget... banyak yang 4 sks jadi super capekkkkkkk😭,0
@abristalia Kuliah online sulit dimengerti keknya :(,0
Ditlp CS shopeeee tp cuma kedengeran suara bebek trs mbaknya minta maaf krn wfh wkwkwkww pdhl gapapa bgt cuma ya jd kek ngobrol sm bebek gitu gaksih,1
"Job Desc Lowongan Kerja Perusahaan IT di PT Glorindo Solusi Teknologi Jogja
• Berpengalaman di bidang yang sama minimal 2 tahun
• Menguasai tool-tool digital marketing, Google Analytics dan strategi internet marketing (SEO, online ads, email campaign)",1
"Hikmahnya online school bisa kerja dirumah sambil ngasuh anak, ngurus rumah, bisa ambil course dapet cuan lebih double2. Nanti juli udh sekolah normal lagi ada sedihnya juga, pgn sm anak trs kayak WFH ini. Yaaaaahh",1
@UB_Official Besok masuk kelas online😭😭,0
"pas sampe kampus ternyata loket yg ngurus persuratan malah wfh. 
yaudah auto mampir beli acrylic sambil nyenengin mata muter2. 
2 jam bolak balik, ga dapet surat tapi hueee",1
Masa2 isolasi beberapa waktu yang lalu jadi kepikiran kok enak ya kerja dari rumah. Tapi tidak untuk pekerjaan yang sekarang. Impossible. Tapi belum nemu work from home seperti apa yang pas.,1
"inget bngt awal masuk SMA fase banyak""nya tugas sekolah,tes masukextra,daring,belum ada temen kelas yg akrab,dan kalian datang di fase itu buat stress realife gk kerasa,tiap malem nemenin nugas juga,hampir nangis liat list tugas gk kelar tiba"" nct up konten gak jadi mikirin tugas https://t.co/NbZQHxfUfD",0
"Sejak saat itu, tiap bunyi wa, panik. Satu dua kelas mulai cancel, mulai dialihkan online. Mulai rame berita minimarket pasar rame, pada panic buying, masker, HS segala macem mulai langka",0
bentar lg kuliah walaupun online tp pasti acak acakan daily routine ny😌,0
Pas lgi enak2 sarapan tiba2 ada kelas online trus disuruh on cam langsung auto gendandapan cari cardigan &amp; jilbab. Pas udah nemu trus selesai make eh diundur kelasnya 🙃 https://t.co/iHBVIEbHkq,0
"@anpanvman jangan lupa sarapan, jangan lupa senyum, semangat/daring/kuliah/kerja, pokoknya semangat buat hari ini, have a nice day - !!❣️

selamat mengawali hari pertama dibulan maret, semoga bulan ini bisa jadi bulan penuhhhh kebahagiaan :p",1
"Gemes bgt sm edwar, jadi sepatu kerja aku udh jelek wkwk sedih sih tp belom beli lagi krn ada prioritas yg lbh penting drpd beli sepatu kerja utk skg. Pertimbangannya krn masih WFH WFO, yg mana ke kantor paling banter cuma 2x seminggu, terus di kantor pakek sendal jepit pula kan",1
"Sudah hampir satu tahun proses belajar di Indonesia dilaksanakan secara daring. Bukan hanya siswa yang mengeluh proses pembelajaran tersebut, tetapi juga orang tua, khususnya ibu-ibu yang lebih banyak menemani anak-anaknya belajar di rumah.",1
Pembelajaran Daring di Kota Cimahi Diperpanjang Timbulkan Kegelisahan https://t.co/MoPeBcyDHr via @Poskota,0
"@xhgdvit tapi gua nanya yang tahun maren magang ya pi, dia 2minggu doang wfo sisanya wfh masa wkwkwk",1
@FirstMediaCares Buset estimasinya malem amaaaaat miiin..mau dipake wfh miiin..udh bayar internet mahal2 malah gini,0
"Hari pertama kuliah online lagi, bismillah 🙏 lancarkan semester 6 ini yaAllah 🤲",1
"@team_pandaaa Situs Judi Online Terbaik
Itupoker - Situs Judi Kartu Online Terbesar dan Terpercaya di Indonesia

* BONUS CASHBACK 0.3%
* BONUS REFERRAL 20% SEUMUR HIDUP
* LAYANAN CUSTOMER SERVICE 24 JAM
* PRESENTASE KEMENANGAN PALING TINGGI

Pusat Bantuan ituPoker
https://t.co/895JlukUyu",0
"@koyagitu Betulll cocok buat mimisan alias minum-minum santai 😁😁
Liv masih wfh??",1
"@skcoterie @Porscwe @porschesvkrn @sher @sinwooya sebenernya blm kerasa bgt sih soalnya masih cpns tu kerjanya masih dikit banyak gabutnya apalagi kalo wfh, kalo wfo masih mending sih kadang kaya disuruh ini itu",0
"siapa yang masih kuliah online jam segini? yukk semangat yukkk 

#kuliah #Onlineclass #zoomclass #ZoomMeeting #StayHome #stayathomesavelives #bored #boring #Nightmare https://t.co/dfReBupfSU",1
@ysntutm semangat daring/kuliah/kerja 💗,1
"@ikramarki Hai, kebetulan gw jual custom mousepad nih. Cocok banget buat kalian, yg lagi sekolah online or lagi kerja, biar kerjaan kalian produktif.

Oh ya berlaku hari ini, gw kasih harga menjadi 45rb aja ✌😁

Langsung di order cuy :) (dm me for order) https://t.co/Li6MDOWMgW",1
"@Om_Bono_Indo @toketreceh Situs Judi Online Terbaik
Itupoker - Situs Judi Kartu Online Terbesar dan Terpercaya di Indonesia

* BONUS CASHBACK 0.3%
* BONUS REFERRAL 20% SEUMUR HIDUP
* LAYANAN CUSTOMER SERVICE 24 JAM
* PRESENTASE KEMENANGAN PALING TINGGI

Pusat Bantuan ituPoker
https://t.co/895JlukUyu",0
"@Ira_Kembar Hai kak, untuk menanyakan terkait NPWP online bisa konsultasi lebih lanjut di layanan Whatsapp kami ya kak di nomor ini 082286869403 🙂 Chat akan dibalas di hari kerja dan jam layanan kami dari pukul 08.00-16.00.",1
Sinyal Tri bagus gak ya buat WFH?,1
"Udah mau 1 tahun wfh &amp; gak work from sudirman jadi penasaran, jakarta (esp.  sudirman, thamrin &amp; satrio) masih macet ga si tiap pagi sore malem kalo weekdays?",1
"Berminat? Yuk Buruan Daftar! Seminar Bisnis Online:
Business for Millenials

Start Pembelajaran : 
Senin, 15 - 27 Maret 2021

Info : 082210302030 (WA)
Klik : https://t.co/J8M2KTB5gQ https://t.co/yWG0JuRe3r",1
"@aquamethyz Lagi sampah banget emang ini first media, semenjak taun baru ini kek tai banget koneksinya. 

Kalo kata ibu kostan gw sih pas dia komplain ke first medianya cmn dapet omongan 

""Gara2 banyak yg WFH""

...lah ini matinya dijual jam WFH si anjing.",0
"@jokowi pak presiden mending WFH aja pak.. lagi musim hujan juga masa sih gak mager aing aja mager pak.. Daripada bpk keluar jadi ada keramaian gitu, kasian satgas covid ragu” ngasi sanksi denda...",1
Hari ini wfh dan full gue males kerja 👀 maap ya anak magang males gue mah,0
"@karismaaanton4 Halo Bpk Karisma, utk bertransaksi pada layanan mandiri online dgn device berbeda, mohon pastikan nomor HP yg terdaftar terpasang pada slot device yg digunakan, ketersediaan pulsa mencupi dan jaringan yg digunakan stabil (tdk menggunakan WIFI) ya. Tks~Yuma",1
"@ssefnum ini kejadian kelas sebelah sih. jadi pas ulangan online gitu, ada yang sambil ngecall sama tmnnya rame rame terus tbtb gmeet nya ke unmute, pas banget temenny ada yang lagi tanya rumus HAHAHAHAHAH ;-;",1
"@bymasir Halo Kak Adi, maaf ya membuat Kakak jadi tidak nyaman. Saat ini jaringan pada nomor layanan yang berakhiran 69 statusnya online, namun apakah koneksi internetnya sedang kurang stabil Kak? -Fauz",1
Apa la nak jadi. Asyik makan makan makan. WFH pun asyik makan makan makan. Hmm,1
"Hujan + WFH = Paripurna🌈✨

Kena daya tarik kasur, goler-goler di kamar seharian💃",1
"@oreeokeju @flying_cttrpllr @AREAJULID Ga semua kena dipotong kok, bbrp daerah dan instansi ga kena potongan. Tetep full semua walau wfh.",1
Kibe udah mulai kuliah online = kepanikan icha membangunkan dia tiap hari akan dimulai lagi. Bismillah🥲👍🏼,1
"@chandrafitrahs Hai, Kak.
Untuk perubahan data alamat tidak dapat diubah pada menu Profile di DJP Online ya Kak.
Silakan ajukan permohonan Perubahan Data Wajib Pajak apabila alamat berubah dalam wilayah kerja KPP yang sama (Pasal 13- Pasal 16 PER-04/PJ/2020). 

(1/2)",1
@ngenctod gw selama pembelajaran online doang ga prnh hafal :(,0
"10. BIG WIN KE 2 aku menang $100 di om scott, Alhamdulillah aku bisa nabung lagi buat bayar hutang, aku bisa benerin beberapa bagian rumah, aku bisa ajak adek jalan"" dan beli semua yg dia mau,aku bisa ngasih ongkos buat kakak yg baru ngerantau tapi lagi"" dirumahkan buat pulkam.",1
"Tp beneran kalo longterm lapak buat peseda segede itu bikin masalah, apalagi kalo kondisi membaik kantor udy &gt;50% wfo semua
Kantor aing bahkan kyk 90-95% full wfh ...
Buang2 anggaran lagi ntar ngerapiinnya",1
"Fitur ini mengadopsi mekanik permainan yang diterapkan dalam pembelajaran(gamification) sehingga membantu menumbuhkan budaya belajar pegawai @KemenkeuRI.
Di peluncuran perdananya, aplikasi ini diperkenalkan secara daring oleh Kepala BPPK melalui zoom meeting &amp; kanal Youtube BPPK https://t.co/SzJUTCMPZi",1
"Salah satu alasan pengen kerja kantoran lagi, pengen pake suits gini tiap hari wkwkwkwk padahal wfh https://t.co/6t5R2UaopV",0
"Saya juga mencoba untuk secara on site ke mall pelayanan publik di Denpasar bali, disana disarankan ke kantor kkp denpasar timur, 
Tapi oleh sequrity disarankan daftar via online, sudah saya jelaskan problemnya, tapi tidak ada solusinya, disarankan buat email baru...",1
